1	19
1	96
1	78
1	26
1	20
1	71
1	79
1	51
1	16
1	42
1	20
1	77
1	89
1	27
1	53
1	21
1	64
1	87
1	52
1	1
1	33
1	84
1	72
1	69
1	22
1	7
1	79
1	77
1	37
1	3
1	21
1	68
1	45
1	13
1	72
1	78
1	48
1	43
1	3
1	82
1	80
1	96
1	30
1	15
1	44
1	78
1	81
1	37
1	75
1	43
1	50
1	47
1	14
1	96
1	38
1	68
1	39
1	44
1	10
1	62
2	58
2	31
2	32
2	94
2	7
2	47
2	83
2	44
2	7
2	81
2	99
2	61
2	89
2	2
2	20
2	73
2	21
2	68
2	94
2	10
2	82
2	3
2	70
2	7
2	14
2	63
2	7
2	39
2	32
2	91
2	27
2	4
2	16
2	5
2	9
2	73
2	99
2	40
2	53
2	55
2	82
2	19
3	57
3	18
3	94
3	56
3	58
3	57
3	29
3	5
3	17
3	62
3	23
3	62
3	73
3	44
3	91
3	98
3	45
3	66
3	80
3	83
3	91
3	56
3	33
3	84
3	48
3	19
3	96
3	11
3	18
3	40
3	80
3	56
3	79
3	6
3	10
3	66
3	16
3	60
3	52
3	53
3	73
3	58
3	77
3	22
3	60
3	53
3	31
3	86
3	97
3	45
3	62
3	76
3	40
4	46
4	83
4	88
4	20
4	61
4	55
4	12
4	57
4	60
4	37
4	21
4	20
4	93
4	75
4	21
4	35
4	22
4	13
4	69
4	3
4	4
4	65
4	76
4	13
4	89
4	96
4	12
4	42
4	10
4	53
4	2
4	38
4	42
4	32
4	82
4	11
4	1
4	90
4	23
4	88
4	39
4	16
4	92
4	89
4	34
4	35
4	49
4	64
4	67
4	91
4	99
4	38
4	11
5	56
5	36
5	49
5	19
5	13
5	81
5	71
5	59
5	74
5	100
5	22
5	19
5	23
5	44
5	50
5	83
5	24
5	13
5	1
5	89
5	79
5	62
5	89
5	19
5	37
5	72
5	46
5	36
5	34
5	87
5	52
5	66
5	74
5	62
5	17
5	40
5	45
5	16
5	73
5	32
5	80
5	7
5	30
5	28
5	32
5	86
5	23
5	14
5	7
5	91
5	62
5	10
5	51
5	67
5	88
5	7
5	86
5	53
5	47
6	98
6	83
6	3
6	25
6	18
6	35
6	49
6	73
6	55
6	17
6	89
6	26
6	32
6	94
6	13
6	94
6	70
6	91
6	67
6	97
6	85
6	62
6	79
6	16
6	1
6	38
6	55
6	20
6	85
6	35
6	49
6	92
6	77
6	25
6	27
6	43
6	25
6	74
6	6
6	75
6	52
6	52
6	95
6	7
6	77
6	78
6	42
6	67
6	21
6	6
6	57
6	11
6	20
6	42
6	34
6	33
6	80
6	95
6	28
7	96
7	24
7	63
7	38
7	93
7	66
7	99
7	64
7	43
7	73
7	82
7	45
7	17
7	32
7	63
7	78
7	45
7	21
7	10
7	96
7	26
7	20
7	13
7	98
7	7
7	55
7	92
7	58
